0,1,2,3
2003-11,"1,553,696","4,726",0.30%
2003-12,"1,551,550","4,702",0.30%
2004-01,"1,551,408","4,898",0.32%
2004-02,"1,551,462","4,759",0.31%
2004-03,"1,553,333","4,486",0.29%
2004-04,"1,556,247","4,274",0.27%
2004-05,"1,559,081","4,197",0.27%
2004-06,"1,563,975","3,990",0.26%
2004-07,"1,578,983","3,871",0.25%
2004-08,"1,581,365","3,867",0.24%
2004-09,"1,591,216","3,904",0.25%
2004-10,"1,587,484","4,072",0.26%
2004-11,"1,591,566","3,705",0.23%
2004-12,"1,591,711","3,699",0.23%
2005-01,"1,592,294","3,930",0.25%
2005-02,"1,592,152","4,004",0.25%
2005-03,"1,594,272","3,978",0.25%
2005-04,"1,596,623","3,875",0.24%
2005-05,"1,599,398","3,895",0.24%
2005-06,"1,608,729","3,924",0.24%
2005-07,"1,610,277","3,938",0.24%
2005-08,"1,610,538","4,063",0.25%
2005-09,"1,620,087","4,216",0.26%
2005-10,"1,622,237","4,297",0.26%
2005-11,"1,624,692","4,413",0.27%
2005-12,"1,624,621","4,612",0.28%
2006-01,"1,624,221","4,645",0.29%
2006-02,"1,624,736","4,577",0.28%
2006-03,"1,628,509","4,390",0.27%
2006-04,"1,630,570","4,367",0.27%
2006-05,"1,632,844","4,299",0.26%
2006-06,"1,638,654","4,269",0.26%
2006-07,"1,638,530","4,393",0.27%
2006-08,"1,640,979","4,320",0.26%
2006-09,"1,643,480","4,433",0.27%
2006-10,"1,644,209","4,474",0.27%
2006-11,"1,641,127","4,610",0.28%
2006-12,"1,640,685","4,727",0.29%
2007-01,"1,652,476","4,769",0.29%
2007-02,"1,652,889","4,921",0.30%
2007-03,"1,653,674","4,894",0.30%
2007-04,"1,654,792","4,927",0.30%
2007-05,"1,657,209","4,835",0.29%
2007-06,"1,661,068","4,882",0.29%
2007-07,"1,665,390","4,927",0.30%
2007-08,"1,658,763","4,958",0.30%
2007-09,"1,671,253","5,279",0.32%
2007-10,"1,673,425","5,366",0.32%
2007-11,"1,680,355","5,436",0.32%
2007-12,"1,677,674","5,040",0.30%
2008-01,"1,682,299","5,150",0.31%
2008-02,"1,678,026","5,227",0.31%
2008-03,"1,682,538","5,224",0.31%
2008-04,"1,684,649","5,020",0.30%
2008-05,"1,688,921","5,078",0.30%
2008-06,"1,692,910","5,066",0.30%
2008-07,"1,698,510","5,096",0.30%
2008-08,"1,702,174","5,271",0.31%
2008-09,"1,711,897","5,384",0.31%
2008-10,"1,714,274","5,550",0.32%
2008-11,"1,714,342","5,800",0.34%
2008-12,"1,712,824","6,174",0.36%
2009-01,"1,711,488","6,608",0.39%
2009-02,"1,710,679","6,955",0.41%
2009-03,"1,714,082","7,084",0.41%
2009-04,"1,720,632","7,279",0.42%
2009-05,"1,722,906","7,365",0.43%
2009-06,"1,727,851","7,458",0.43%
2009-07,"1,731,595","7,482",0.43%
2009-08,"1,734,900","7,509",0.43%
2009-09,"1,737,062","7,477",0.43%
2009-10,"1,740,073","7,372",0.42%
2009-11,"1,743,059","7,396",0.42%
2009-12,"1,743,409","7,340",0.42%
2010-01,"1,745,471","7,411",0.42%
2010-02,"1,745,974","7,405",0.42%
2010-03,"1,749,719","7,052",0.40%
2010-04,"1,756,653","6,842",0.39%
2010-05,"1,762,139","6,247",0.35%
2010-06,"1,772,643","6,610",0.37%
2010-07,"1,773,149","6,490",0.37%
2010-08,"1,776,065","6,360",0.36%
2010-09,"1,776,551","6,291",0.35%
2010-10,"1,788,973","6,338",0.35%
2010-11,"1,792,224","6,270",0.35%
2010-12,"1,793,660","6,482",0.36%
As at:,"(1)
Total
Number of
Mortgages","(2)
Number of
Mortgages
in Arrears","(3)
% of Arrears to
Total Number
of Mortgages"
1995-01,"83,281",388,0.47%
1995-02,"83,335",367,0.44%
1995-03,"83,364",356,0.43%
1995-04,"83,523",349,0.42%
1995-05,"84,177",347,0.41%
1995-06,"84,495",321,0.38%
1995-07,"84,692",350,0.41%
1995-08,"85,093",371,0.44%
1995-09,"85,374",375,0.44%
1995-10,"85,473",356,0.42%
1995-11,"85,748",352,0.41%
1995-12,"85,835",365,0.43%
1996-01,"85,990",386,0.45%
1996-02,"86,419",398,0.46%
1996-03,"86,633",404,0.47%
1996-04,"86,833",381,0.44%
1996-05,"87,242",403,0.46%
1996-06,"87,510",377,0.43%
1996-07,"87,669",382,0.44%
1996-08,"87,848",395,0.45%
1996-09,"87,956",402,0.46%
1996-10,"88,220",423,0.48%
1996-11,"88,504",443,0.50%
1996-12,"88,685",475,0.54%
1997-01,"88,729",494,0.56%
1997-02,"89,099",489,0.55%
1997-03,"89,272",477,0.53%
1997-04,"89,554",453,0.51%
1997-05,"89,968",478,0.53%
1997-06,"90,083",466,0.52%
1997-07,"90,316",447,0.49%
1997-08,"90,479",464,0.51%
1997-09,"90,807",458,0.50%
1997-10,"91,032",429,0.47%
1997-11,"90,800",406,0.45%
1997-12,"90,913",446,0.49%
1998-01,"91,009",448,0.49%
1998-02,"90,993",426,0.47%
1998-03,"91,295",380,0.42%
1998-04,"91,337",395,0.43%
1998-05,"91,463",374,0.41%
1998-06,"92,227",432,0.47%
1998-07,"92,537",463,0.50%
1998-08,"92,761",508,0.55%
1998-09,"93,214",532,0.57%
1998-10,"93,498",509,0.54%
1998-11,"94,893",575,0.61%
1998-12,"95,029",586,0.62%
1999-01,"95,030",579,0.61%
1999-02,"94,983",579,0.61%
1999-03,"95,193",545,0.57%
1999-04,"95,316",556,0.58%
1999-05,"95,495",551,0.58%
1999-06,"95,789",588,0.61%
1999-07,"95,596",574,0.60%
1999-08,"95,487",589,0.61%
1999-09,"95,955",575,0.60%
1999-10,"96,065",547,0.57%
1999-11,"96,163",567,0.59%
1999-12,"96,257",598,0.62%
2000-01,"96,113",561,0.58%
2000-02,"96,015",555,0.58%
2000-03,"96,004",504,0.52%
2000-04,"95,945",463,0.48%
2000-05,"96,097",442,0.46%
2000-06,"101,513",504,0.50%
2000-07,"101,449",520,0.51%
2000-08,"101,481",516,0.51%
2000-09,"101,421",507,0.50%
2000-10,"120,370",552,0.46%
2000-11,"114,360",544,0.48%
2000-12,"82,910",507,0.61%
2001-01,"82,705",491,0.59%
2001-02,"82,633",503,0.61%
2001-03,"82,833",490,0.59%
2001-04,"83,400",493,0.59%
2001-05,"83,413",480,0.58%
2001-06,"84,467",475,0.56%
2001-07,"84,600",524,0.62%
2001-08,"84,479",561,0.66%
2001-09,"84,659",605,0.71%
2001-10,"84,606",627,0.74%
2001-11,"84,513",625,0.74%
2001-12,"84,527",654,0.77%
2002-01,"84,025",651,0.77%
2002-02,"83,937",624,0.74%
2002-03,"83,940",592,0.70%
2002-04,"83,838",566,0.67%
2002-05,"83,840",560,0.67%
2002-06,"84,068",520,0.62%
2002-07,"84,056",532,0.63%
2002-08,"83,964",523,0.62%
2002-09,"84,057",538,0.64%
2002-10,"83,920",533,0.64%
2002-11,"83,804",512,0.61%
2002-12,"83,587",556,0.66%
2003-01,"83,412",549,0.66%
2003-02,"83,318",534,0.64%
2003-03,"83,355",518,0.62%
2003-04,"83,283",495,0.59%
2003-05,"83,362",482,0.58%
2003-06,"83,562",469,0.56%
2003-07,"86,491",482,0.56%
2003-08,"86,563",479,0.55%
2003-09,"86,673",473,0.55%
2003-10,"86,762",461,0.53%
2003-11,"86,756",445,0.51%
2003-12,"86,639",463,0.53%
2004-01,"86,515",475,0.55%
2004-02,"86,383",459,0.53%
2004-03,"86,293",416,0.48%
2004-04,"86,560",404,0.47%
2004-05,"86,715",410,0.47%
2004-06,"86,956",402,0.46%
2004-07,"87,529",378,0.43%
2004-08,"87,770",389,0.44%
2004-09,"87,954",386,0.44%
2004-10,"88,075",355,0.40%
2004-11,"88,128",355,0.40%
2004-12,"88,162",337,0.38%
2005-01,"88,079",339,0.39%
2005-02,"88,003",374,0.43%
2005-03,"87,991",363,0.41%
2005-04,"88,164",344,0.39%
2005-05,"87,932",344,0.39%
2005-06,"87,516",331,0.38%
2005-07,"87,758",356,0.41%
2005-08,"87,780",329,0.37%
2005-09,"88,080",342,0.39%
2005-10,"88,193",352,0.40%
2005-11,"88,234",355,0.40%
2005-12,"88,247",360,0.41%
2006-01,"88,136",365,0.41%
2006-02,"88,119",364,0.41%
2006-03,"88,173",341,0.39%
2006-04,"88,309",351,0.40%
2006-05,"88,442",359,0.41%
2006-06,"88,726",370,0.42%
2006-07,"88,963",355,0.40%
2006-08,"89,151",330,0.37%
2006-09,"89,195",338,0.38%
2006-10,"89,367",349,0.39%
2006-11,"104,343",312,0.30%
2006-12,"104,348",316,0.30%
2007-01,"104,045",323,0.31%
2007-02,"104,026",309,0.30%
2007-03,"103,922",287,0.28%
2007-04,"103,878",291,0.28%
2007-05,"103,945",271,0.26%
2007-06,"104,029",268,0.26%
2007-07,"104,605",258,0.25%
2007-08,"104,405",248,0.24%
2007-09,"104,810",224,0.21%
2007-10,"104,810",208,0.20%
2007-11,"104,954",204,0.19%
2007-12,"104,924",238,0.23%
2008-01,"104,819",238,0.23%
2008-02,"104,770",237,0.23%
2008-03,"105,014",217,0.21%
2008-04,"105,111",205,0.20%
2008-05,"105,273",205,0.19%
2008-06,"105,353",206,0.20%
2008-07,"105,954",213,0.20%
2008-08,"106,290",219,0.21%
2008-09,"106,470",218,0.20%
2008-10,"106,410",218,0.20%
2008-11,"106,373",214,0.20%
2008-12,"106,376",219,0.21%
2009-01,"106,251",238,0.22%
2009-02,"106,230",248,0.23%
2009-03,"106,262",236,0.22%
2009-04,"106,418",236,0.22%
2009-05,"106,566",251,0.24%
2009-06,"106,955",264,0.25%
2009-07,"107,217",273,0.25%
2009-08,"107,473",289,0.27%
2009-09,"107,685",275,0.26%
2009-10,"107,831",282,0.26%
2009-11,"108,018",317,0.29%
2009-12,"108,200",327,0.30%
2010-01,"108,191",333,0.31%
2010-02,"108,252",337,0.31%
2010-03,"108,438",300,0.28%
2010-04,"108,919",289,0.27%
2010-05,"109,332",289,0.26%
2010-06,"109,827",286,0.26%
2010-07,"110,292",286,0.26%
2010-08,"110,561",297,0.27%
2010-09,"110,784",314,0.28%
2010-10,"111,192",321,0.29%
2010-11,"111,378",309,0.28%
2010-12,"111,640",303,0.27%
As at:,"(1)
Total
Number of
Mortgages","(2)
Number of
Mortgages
in Arrears","(3)
% of Arrears to
Total Number
of Mortgages"
1995-01,"60,944",286,0.47%
1995-02,"61,169",272,0.44%
1995-03,"61,169",249,0.41%
1995-04,"61,152",250,0.41%
1995-05,"61,590",276,0.45%
1995-06,"61,963",262,0.42%
1995-07,"61,924",276,0.45%
1995-08,"62,148",275,0.44%
1995-09,"62,249",269,0.43%
1995-10,"62,316",281,0.45%
1995-11,"62,358",264,0.42%
1995-12,"62,322",285,0.46%
1996-01,"62,482",291,0.47%
1996-02,"62,785",278,0.44%
1996-03,"62,876",273,0.43%
1996-04,"63,036",257,0.41%
1996-05,"63,310",270,0.43%
1996-06,"63,576",255,0.40%
1996-07,"63,673",269,0.42%
1996-08,"63,812",279,0.44%
1996-09,"63,870",274,0.43%
1996-10,"64,064",262,0.41%
1996-11,"64,267",292,0.45%
1996-12,"64,396",311,0.48%
1997-01,"64,298",309,0.48%
1997-02,"64,428",318,0.49%
1997-03,"64,636",325,0.50%
1997-04,"64,893",317,0.49%
1997-05,"65,176",319,0.49%
1997-06,"65,470",309,0.47%
1997-07,"65,664",307,0.47%
1997-08,"65,890",291,0.44%
1997-09,"66,077",286,0.43%
1997-10,"66,220",254,0.38%
1997-11,"66,113",242,0.37%
1997-12,"66,135",246,0.37%
1998-01,"66,106",257,0.39%
1998-02,"66,152",245,0.37%
1998-03,"66,317",234,0.35%
1998-04,"66,375",226,0.34%
1998-05,"66,503",227,0.34%
1998-06,"67,081",222,0.33%
1998-07,"67,212",242,0.36%
1998-08,"67,371",252,0.37%
1998-09,"67,646",257,0.38%
1998-10,"67,795",253,0.37%
1998-11,"68,075",261,0.38%
1998-12,"68,073",294,0.43%
1999-01,"68,062",292,0.43%
1999-02,"68,086",312,0.46%
1999-03,"68,196",286,0.42%
1999-04,"68,313",271,0.40%
1999-05,"68,508",294,0.43%
1999-06,"68,829",272,0.40%
1999-07,"69,720",278,0.40%
1999-08,"70,017",277,0.40%
1999-09,"70,195",292,0.42%
1999-10,"70,299",279,0.40%
1999-11,"70,394",288,0.41%
1999-12,"70,460",282,0.40%
2000-01,"70,451",294,0.42%
2000-02,"70,406",308,0.44%
2000-03,"70,524",334,0.47%
2000-04,"70,225",313,0.45%
2000-05,"70,267",321,0.46%
2000-06,"73,478",332,0.45%
2000-07,"73,675",338,0.46%
2000-08,"73,831",339,0.46%
2000-09,"73,980",329,0.44%
2000-10,"62,133",280,0.45%
2000-11,"65,173",279,0.43%
2000-12,"96,425",379,0.39%
2001-01,"96,291",381,0.40%
2001-02,"96,321",373,0.39%
2001-03,"96,409",397,0.41%
2001-04,"96,749",405,0.42%
2001-05,"96,525",400,0.41%
2001-06,"95,827",413,0.43%
2001-07,"97,936",418,0.43%
2001-08,"98,215",413,0.42%
2001-09,"98,277",438,0.45%
2001-10,"98,554",440,0.45%
2001-11,"98,979",451,0.46%
2001-12,"98,926",483,0.49%
2002-01,"98,716",456,0.46%
2002-02,"98,859",485,0.49%
2002-03,"99,060",464,0.47%
2002-04,"99,175",447,0.45%
2002-05,"99,634",471,0.47%
2002-06,"100,019",457,0.46%
2002-07,"100,266",476,0.47%
2002-08,"100,530",477,0.47%
2002-09,"101,771",489,0.48%
2002-10,"101,664",451,0.44%
2002-11,"101,748",456,0.45%
2002-12,"101,625",495,0.49%
2003-01,"101,457",499,0.49%
2003-02,"101,573",481,0.47%
2003-03,"101,658",466,0.46%
2003-04,"101,844",473,0.46%
2003-05,"102,034",492,0.48%
2003-06,"102,384",469,0.46%
2003-07,"99,229",431,0.43%
2003-08,"99,251",445,0.45%
2003-09,"99,551",453,0.46%
2003-10,"99,581",425,0.43%
2003-11,"99,501",421,0.42%
2003-12,"99,426",436,0.44%
2004-01,"99,345",430,0.43%
2004-02,"99,312",434,0.44%
2004-03,"99,472",409,0.41%
2004-04,"99,896",395,0.40%
2004-05,"100,268",398,0.40%
2004-06,"100,736",376,0.37%
2004-07,"101,112",362,0.36%
2004-08,"101,341",375,0.37%
2004-09,"101,630",386,0.38%
2004-10,"101,865",361,0.35%
2004-11,"101,933",375,0.37%
2004-12,"101,921",362,0.35%
2005-01,"101,793",366,0.36%
2005-02,"101,839",374,0.37%
2005-03,"102,023",335,0.33%
2005-04,"102,239",311,0.30%
2005-05,"102,605",322,0.31%
2005-06,"99,517",300,0.30%
2005-07,"99,941",299,0.30%
2005-08,"100,085",302,0.30%
2005-09,"100,738",312,0.31%
2005-10,"101,026",308,0.30%
2005-11,"101,188",310,0.31%
2005-12,"101,223",321,0.32%
2006-01,"101,266",333,0.33%
2006-02,"101,365",340,0.34%
2006-03,"101,662",322,0.32%
2006-04,"101,973",320,0.31%
2006-05,"102,340",317,0.31%
2006-06,"102,732",331,0.32%
2006-07,"102,993",327,0.32%
2006-08,"103,319",327,0.32%
2006-09,"103,589",331,0.32%
2006-10,"103,768",337,0.32%
2006-11,"88,261",376,0.43%
2006-12,"88,359",389,0.44%
2007-01,"88,354",403,0.46%
2007-02,"88,440",402,0.45%
2007-03,"88,569",362,0.41%
2007-04,"88,770",360,0.41%
2007-05,"89,046",342,0.38%
2007-06,"89,377",320,0.36%
2007-07,"89,743",307,0.34%
2007-08,"89,917",314,0.35%
2007-09,"90,209",308,0.34%
2007-10,"90,669",309,0.34%
2007-11,"91,204",276,0.30%
2007-12,"91,476",281,0.31%
2008-01,"91,564",262,0.29%
2008-02,"91,719",250,0.27%
2008-03,"92,143",243,0.26%
2008-04,"92,491",225,0.24%
2008-05,"92,847",213,0.23%
2008-06,"93,239",202,0.22%
2008-07,"93,694",192,0.20%
2008-08,"94,022",201,0.21%
2008-09,"94,568",207,0.22%
2008-10,"94,903",202,0.21%
2008-11,"96,097",219,0.23%
2008-12,"96,277",224,0.23%
2009-01,"96,273",229,0.24%
2009-02,"96,582",239,0.25%
2009-03,"97,316",218,0.22%
2009-04,"97,857",208,0.21%
2009-05,"98,141",222,0.23%
2009-06,"98,702",220,0.22%
2009-07,"99,158",227,0.23%
2009-08,"99,579",248,0.25%
2009-09,"100,024",277,0.28%
2009-10,"100,451",279,0.28%
2009-11,"101,227",269,0.27%
2009-12,"101,527",295,0.29%
2010-01,"101,618",307,0.30%
2010-02,"101,653",318,0.31%
2010-03,"101,977",306,0.30%
2010-04,"102,448",301,0.29%
2010-05,"102,669",294,0.29%
2010-06,"103,198",274,0.27%
2010-07,"103,550",304,0.29%
2010-08,"103,876",315,0.30%
2010-09,"104,227",312,0.30%
2010-10,"104,681",322,0.31%
2010-11,"105,177",322,0.31%
2010-12,"105,859",351,0.33%
As at:,"(1)
Total
Number of
Mortgages","(2)
Number of
Mortgages
in Arrears","(3)
% of Arrears to
Total Number
of Mortgages"
1995-01,"229,240","1,117",0.49%
1995-02,"229,661","1,121",0.49%
1995-03,"230,627","1,116",0.48%
1995-04,"231,231","1,160",0.50%
1995-05,"235,160","1,206",0.51%
1995-06,"236,538","1,238",0.52%
1995-07,"237,099","1,308",0.55%
1995-08,"238,279","1,361",0.57%
1995-09,"239,255","1,385",0.58%
1995-10,"239,934","1,373",0.57%
1995-11,"247,728","1,430",0.58%
1995-12,"248,017","1,452",0.59%
1996-01,"249,569","1,596",0.64%
1996-02,"250,365","1,632",0.65%
1996-03,"252,255","1,612",0.64%
1996-04,"253,130","1,598",0.63%
1996-05,"254,576","1,588",0.62%
1996-06,"255,960","1,546",0.60%
1996-07,"256,410","1,519",0.59%
1996-08,"257,505","1,574",0.61%
1996-09,"258,285","1,585",0.61%
1996-10,"259,339","1,592",0.61%
1996-11,"261,311","1,738",0.67%
1996-12,"262,191","1,790",0.68%
1997-01,"263,328","1,792",0.68%
1997-02,"264,374","1,835",0.69%
1997-03,"265,663","1,812",0.68%
1997-04,"265,966","1,717",0.65%
1997-05,"268,475","1,815",0.68%
1997-06,"269,573","1,780",0.66%
1997-07,"271,724","1,762",0.65%
1997-08,"272,918","1,709",0.63%
1997-09,"274,133","1,606",0.59%
1997-10,"275,921","1,461",0.53%
1997-11,"275,909","1,360",0.49%
1997-12,"276,499","1,336",0.48%
1998-01,"277,529","1,317",0.47%
1998-02,"278,573","1,239",0.44%
1998-03,"279,946","1,085",0.39%
1998-04,"281,258","1,033",0.37%
1998-05,"283,297","1,110",0.39%
1998-06,"286,244","1,090",0.38%
1998-07,"287,807","1,091",0.38%
1998-08,"289,182","1,127",0.39%
1998-09,"290,602","1,073",0.37%
1998-10,"291,800","1,076",0.37%
1998-11,"301,000","1,220",0.41%
1998-12,"301,766","1,270",0.42%
1999-01,"301,971","1,362",0.45%
1999-02,"302,551","1,442",0.48%
1999-03,"303,561","1,332",0.44%
1999-04,"305,048","1,253",0.41%
1999-05,"306,201","1,335",0.44%
1999-06,"307,632","1,348",0.44%
1999-07,"315,805","1,362",0.43%
1999-08,"316,941","1,277",0.40%
1999-09,"317,972","1,273",0.40%
1999-10,"319,135","1,271",0.40%
1999-11,"319,942","1,270",0.40%
1999-12,"320,352","1,316",0.41%
2000-01,"320,711","1,334",0.42%
2000-02,"321,272","1,316",0.41%
2000-03,"321,947","1,253",0.39%
2000-04,"321,938","1,189",0.37%
2000-05,"322,689","1,168",0.36%
2000-06,"356,674","1,207",0.34%
2000-07,"357,591","1,268",0.35%
2000-08,"358,880","1,293",0.36%
2000-09,"360,411","1,321",0.37%
2000-10,"363,282","1,384",0.38%
2000-11,"365,971","1,373",0.38%
2000-12,"366,682","1,393",0.38%
2001-01,"367,016","1,450",0.40%
2001-02,"367,814","1,418",0.39%
2001-03,"368,980","1,366",0.37%
2001-04,"370,040","1,360",0.37%
2001-05,"367,755","1,267",0.34%
2001-06,"368,071","1,261",0.34%
2001-07,"368,903","1,386",0.38%
2001-08,"369,889","1,468",0.40%
2001-09,"371,232","1,524",0.41%
2001-10,"372,148","1,539",0.41%
2001-11,"374,485","1,515",0.40%
2001-12,"375,129","1,563",0.42%
2002-01,"375,019","1,526",0.41%
2002-02,"375,655","1,483",0.39%
2002-03,"377,055","1,397",0.37%
2002-04,"377,055","1,397",0.37%
2002-05,"378,049","1,444",0.38%
2002-06,"379,953","1,519",0.40%
2002-07,"382,190","1,495",0.39%
2002-08,"383,034","1,519",0.40%
2002-09,"389,004","1,641",0.42%
2002-10,"389,770","1,564",0.40%
2002-11,"390,823","1,583",0.41%
2002-12,"390,977","1,659",0.42%
2003-01,"391,528","1,778",0.45%
2003-02,"392,307","1,727",0.44%
2003-03,"393,402","1,681",0.43%
2003-04,"394,679","1,628",0.41%
2003-05,"396,235","1,593",0.40%
2003-06,"398,440","1,623",0.41%
2003-07,"397,247","1,608",0.40%
2003-08,"398,427","1,714",0.43%
2003-09,"399,456","1,775",0.44%
2003-10,"400,617","1,732",0.43%
2003-11,"401,145","1,747",0.44%
2003-12,"401,642","1,740",0.43%
2004-01,"402,076","1,807",0.45%
2004-02,"402,753","1,803",0.45%
2004-03,"404,282","1,682",0.42%
2004-04,"407,084","1,575",0.39%
2004-05,"408,568","1,531",0.37%
2004-06,"410,550","1,501",0.37%
2004-07,"412,219","1,396",0.34%
2004-08,"413,647","1,455",0.35%
2004-09,"415,035","1,462",0.35%
2004-10,"416,457","1,458",0.35%
2004-11,"417,775","1,461",0.35%
2004-12,"418,239","1,490",0.36%
2005-01,"418,861","1,532",0.37%
2005-02,"419,344","1,521",0.36%
2005-03,"420,986","1,505",0.36%
2005-04,"422,422","1,429",0.34%
2005-05,"424,484","1,428",0.34%
2005-06,"427,420","1,372",0.32%
2005-07,"427,916","1,386",0.32%
2005-08,"428,282","1,404",0.33%
2005-09,"430,621","1,440",0.33%
2005-10,"431,941","1,427",0.33%
2005-11,"433,345","1,395",0.32%
2005-12,"434,191","1,392",0.32%
2006-01,"434,899","1,369",0.31%
2006-02,"435,905","1,211",0.28%
2006-03,"438,382","1,123",0.26%
2006-04,"439,522","1,059",0.24%
2006-05,"441,457","1,016",0.23%
2006-06,"444,284",995,0.22%
2006-07,"444,847",982,0.22%
2006-08,"446,045",931,0.21%
2006-09,"447,327",887,0.20%
2006-10,"448,151",850,0.19%
2006-11,"444,903",812,0.18%
2006-12,"445,428",782,0.18%
2007-01,"451,145",783,0.17%
2007-02,"452,376",784,0.17%
2007-03,"454,009",740,0.16%
2007-04,"455,220",687,0.15%
2007-05,"456,400",649,0.14%
2007-06,"458,044",659,0.14%
2007-07,"459,288",702,0.15%
2007-08,"457,237",706,0.15%
2007-09,"461,110",703,0.15%
2007-10,"461,827",741,0.16%
2007-11,"463,631",778,0.17%
2007-12,"463,493",821,0.18%
2008-01,"463,816",941,0.20%
2008-02,"465,015","1,030",0.22%
2008-03,"466,341","1,054",0.23%
2008-04,"467,478","1,102",0.24%
2008-05,"468,873","1,167",0.25%
2008-06,"470,012","1,208",0.26%
2008-07,"471,913","1,301",0.28%
2008-08,"473,072","1,429",0.30%
2008-09,"477,054","1,606",0.34%
2008-10,"477,743","1,654",0.35%
2008-11,"477,974","1,771",0.37%
2008-12,"478,043","1,933",0.40%
2009-01,"477,488","2,168",0.45%
2009-02,"477,894","2,278",0.48%
2009-03,"478,980","2,416",0.50%
2009-04,"481,260","2,579",0.54%
2009-05,"482,092","2,776",0.58%
2009-06,"484,375","2,900",0.60%
2009-07,"485,468","3,020",0.62%
2009-08,"486,468","3,160",0.65%
2009-09,"487,068","3,272",0.67%
2009-10,"488,047","3,379",0.69%
2009-11,"491,056","3,520",0.72%
2009-12,"491,767","3,666",0.75%
2010-01,"492,299","3,580",0.73%
2010-02,"493,162","3,584",0.73%
2010-03,"494,955","3,567",0.72%
2010-04,"497,243","3,555",0.71%
2010-05,"498,570","3,661",0.73%
2010-06,"500,429","3,707",0.73%
2010-07,"501,320","3,794",0.76%
2010-08,"502,223","3,928",0.78%
2010-09,"502,688","3,940",0.78%
2010-10,"504,506","4,049",0.80%
2010-11,"505,569","4,109",0.81%
2010-12,"506,296","4,193",0.83%
As at:,"(1)
Total
Number of
Mortgages","(2)
Number of
Mortgages
in Arrears","(3)
% of Arrears to
Total Number
of Mortgages"
1995-01,"306,086",433,0.14%
1995-02,"306,855",421,0.14%
1995-03,"307,988",452,0.15%
1995-04,"308,779",468,0.15%
1995-05,"316,265",485,0.15%
1995-06,"318,103",490,0.15%
1995-07,"319,153",552,0.17%
1995-08,"320,844",589,0.18%
1995-09,"322,025",559,0.17%
1995-10,"322,756",585,0.18%
1995-11,"328,125",630,0.19%
1995-12,"328,898",660,0.20%
1996-01,"331,234",762,0.23%
1996-02,"332,766",809,0.24%
1996-03,"335,368",863,0.26%
1996-04,"336,615",847,0.25%
1996-05,"337,472",844,0.25%
1996-06,"338,737",831,0.25%
1996-07,"338,630",836,0.25%
1996-08,"339,636",862,0.25%
1996-09,"340,515",877,0.26%
1996-10,"342,212",901,0.26%
1996-11,"344,414","1,003",0.29%
1996-12,"345,227","1,076",0.31%
1997-01,"346,383","1,138",0.33%
1997-02,"347,966","1,159",0.33%
1997-03,"349,346","1,223",0.35%
1997-04,"351,158","1,218",0.35%
1997-05,"352,415","1,252",0.36%
1997-06,"353,906","1,260",0.36%
1997-07,"353,329","1,247",0.35%
1997-08,"354,602","1,223",0.34%
1997-09,"355,143","1,258",0.35%
1997-10,"356,192","1,251",0.35%
1997-11,"356,632","1,269",0.36%
1997-12,"357,061","1,321",0.37%
1998-01,"357,641","1,396",0.39%
1998-02,"358,234","1,375",0.38%
1998-03,"359,186","1,401",0.39%
1998-04,"359,599","1,413",0.39%
1998-05,"360,362","1,485",0.41%
1998-06,"362,433","1,543",0.43%
1998-07,"363,474","1,604",0.44%
1998-08,"364,146","1,688",0.46%
1998-09,"364,789","1,802",0.49%
1998-10,"335,348","1,846",0.55%
1998-11,"376,048","1,985",0.53%
1998-12,"376,410","2,120",0.56%
1999-01,"376,224","2,235",0.59%
1999-02,"376,748","2,341",0.62%
1999-03,"377,687","2,311",0.61%
1999-04,"375,947","2,333",0.62%
1999-05,"379,783","2,490",0.66%
1999-06,"381,312","2,433",0.64%
1999-07,"416,987","2,485",0.60%
1999-08,"417,434","2,537",0.61%
1999-09,"417,961","2,607",0.62%
1999-10,"418,429","2,556",0.61%
1999-11,"418,824","2,607",0.62%
1999-12,"418,367","2,580",0.62%
2000-01,"418,326","2,633",0.63%
2000-02,"418,401","2,613",0.62%
2000-03,"418,777","2,864",0.68%
2000-04,"418,471","2,535",0.61%
2000-05,"418,995","2,501",0.60%
2000-06,"455,739","2,639",0.58%
2000-07,"455,485","2,637",0.58%
2000-08,"455,462","2,681",0.59%
2000-09,"455,083","2,778",0.61%
2000-10,"455,439","2,839",0.62%
2000-11,"453,602","2,895",0.64%
2000-12,"453,042","2,920",0.64%
2001-01,"452,256","2,966",0.66%
2001-02,"452,033","2,937",0.65%
2001-03,"452,192","2,861",0.63%
2001-04,"452,696","2,902",0.64%
2001-05,"463,274","2,897",0.63%
2001-06,"464,271","2,853",0.61%
2001-07,"464,931","2,896",0.62%
2001-08,"465,428","2,894",0.62%
2001-09,"466,361","2,956",0.63%
2001-10,"466,344","2,932",0.63%
2001-11,"467,414","2,908",0.62%
2001-12,"467,307","3,028",0.65%
2002-01,"466,400","2,968",0.64%
2002-02,"467,474","2,902",0.62%
2002-03,"468,508","2,836",0.61%
2002-04,"469,469","2,705",0.58%
2002-05,"470,561","2,629",0.56%
2002-06,"471,275","2,527",0.54%
2002-07,"470,865","2,529",0.54%
2002-08,"471,621","2,486",0.53%
2002-09,"474,317","2,487",0.52%
2002-10,"474,791","2,403",0.51%
2002-11,"475,325","2,380",0.50%
2002-12,"474,545","2,416",0.51%
